"","tf"
"미투광장",1
"바보",1
"박수",1
"박완규",1
"반성",1
"발굴",1
"방송",1
"방송분",1
"배경",1
"배경음악",1
"배우",1
"배우다",1
"백드롭",1
"벗기다",1
"벗다",1
"별총총",1
"별총총이",1
"별총총이라",1
"보건복지부",1
"보건재정",1
"보기",1
"보는내",1
"보는내내",1
"보험적용",1
"본선진출",1
"본캐인",1
"부끄럽다",1
"부드러움의미학",1
"분노",1
"비추기",1
"비키",1
"비키니",1
"빵구",1
"빵구난걸",1
"사도",1
"사랑",1
"사무실",1
"사실",1
"사촌형",1
"생머리였죠",1
"생유베리감사",1
"선글라스",1
"선선",1
"성지",1
"세상",1
"소리",1
"쇼프로",1
"쇼프로를",1
"수플렉스",1
"숨기다",1
"시간",1
"시절",1
"시청자투어",1
"시킬려면",1
"신세한탄",1
"신청했당",1
"실력",1
"실버합창단",1
"실시",1
"싫다",1
"십만원",1
"싶당",1
"아니자",1
"아돈케",1
"아오",1
"아이돌",1
"아주",1
"아직",1
"아파서",1
"안되다",1
"어디",1
"어떠",1
"어서어서",1
"언제나오",1
"언제나오나",1
"언제쯤",1
"얻고있잖아",1
"얻고있잖아요",1
"얼굴",1
"에서",1
"에일리언",1
"여격",1
"여기",1
"연주",1
"열정",1
"예전",1
"예정되어",1
"오즈마",1
"오후근무",1
"와우",1
"완전",1
"외모",1
"우아",1
"우쿨렐레로",1
"운송료",1
"운영",1
"원래",1
"위암",1
"유감",1
"윤학원님",1
"윤학원쌤",1
"이거슨",1
"이건",1
"이게",1
"이경규의",1
"이러기",1
"이렇게",1
"이르다",1
"이름",1
"이야기",1
"이적",1
"인기",1
"인천을",1
"인천의",1
"인천인",1
"일도",1
"일욜",1
"일욜이",1
"일주",1
"잃다",1
"입다",1
"있따",1
"자격에서실버합창단",1
"자르다",1
"잘못",1
"잠들",1
"재미",1
"재방",1
"재치",1
"저녁",1
"저녁비",1
"저장할수없다는게아쉽네요",1
"저희",1
"저희도",1
"전반부",1
"절제술",1
"젊었을때",1
"정작",1
"제가",1
"제기다",1
"제외",1
"좋아하다",1
"주어지다",1
"중단",1
"지경",1
"지원해줬당",1
"찍다",1
"찰랑찰랑찰랑찰랑",1
"챙기다",1
"처음",1
"천원",1
"청춘",1
"최고",1
"최선",1
"쵝오",1
"추석아바타",1
"축하",1
"출시",1
"충분",1
"친구놈",1
"칭호에",1
"칭호에요",1
"캐감동",1
"키우다",1
"턱수염",1
"퇴출",1
"퇴출운동",1
"틀수",1
"팔도라면",1
"패러디랄까",1
"패키지도",1
"패키지를",1
"평생교육원",1
"포기",1
"하나",1
"하든가",1
"하면서큰",1
"하지",1
"하찌",1
"하찌와",1
"학예회때",1
"한국야쿠르트",1
"한대",1
"할꺼",1
"합창단와",1
"해볼라",1
"해볼라나",1
"했죠",1
"호소",1
"홍보",1
"화제",1
"환자들한테",1
"후반부",1
"후예",1
"후회",1
"히트곡",1
